学部,学科,研究室名,所属教員,号館・部屋,公式HP,備考
Ⅲ類（理工系）,物理工学プログラム,宮本 洋子 研究室,宮本 洋子,東6号館608,http://www.qopt.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-64 ｜ ラボガイド更新: 2026-04-25 ｜ 出張講義: Ⅲ類-21／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A60 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2019255210?back= ｜ 追加URL: https://www.uec.ac.jp/research/members/opal-ring/1000206492.html ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,村中 隆弘 研究室,村中 隆弘,東6号館502,https://sites.google.com/view/smslab-muranaka,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-65 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/smslab-muranaka
Ⅲ類（理工系）,物理工学プログラム,森下 亨 研究室,森下 亨,東6号館528,http://power1.pc.uec.ac.jp/~toru/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-66 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,森永 実 研究室,森永 実,西7号館719,http://m.ils.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-67 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,臼井 秀知 研究室,臼井 秀知,東6号館301,https://sites.google.com/view/hidetomo-usui/,専攻: 基盤理工学専攻 ｜ ラボガイド更新: 2026-04-14 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/hidetomo-usui/
Ⅲ類（理工系）,化学生命工学プログラム,石田 尚行 研究室,石田 尚行,東6号館819,http://ttf.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-68 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-22／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A61 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2014225882?back= ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://ttf.pc.uec.ac.jp/access.html
Ⅲ類（理工系）,化学生命工学プログラム,加固 昌寛 研究室,加固 昌寛,東1号館215,http://www.es.uec.ac.jp/faculty/kako-masahiro/index.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-69 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-23／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A62 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,化学生命工学プログラム,狩野 豊 研究室,狩野 豊,東6号館907,https://sites.google.com/gl.cc.uec.ac.jp/kano/home,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-70 ｜ ラボガイド更新: 2025-10-15 ｜ 出張講義: Ⅲ類-24／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A63 ｜ 夢ナビ: https://talk.yumenavi.info/archives/2304?site=d&close=true ｜ VideoUEC: https://www.youtube.com/watch?v=ZCdb5MpbC_U ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,化学生命工学プログラム,北田 昇雄 研究室,北田 昇雄,東6号館837,https://sites.google.com/gl.cc.uec.ac.jp/hiranomakilab,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-71 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A64 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/gl.cc.uec.ac.jp/hiranomakilab/access
Ⅲ類（理工系）,化学生命工学プログラム,白川 英樹 研究室,白川 英樹,東6号館728,http://rainbow.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-73 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-26／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A65 ｜ VideoUEC: https://www.youtube.com/watch?v=r-Myrx_WsDE ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,化学生命工学プログラム,瀧 真清 研究室,瀧 真清,東6号館821,https://tkl.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-75 ｜ ラボガイド更新: 2025-07-15 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://tkl.pc.uec.ac.jp/
Ⅲ類（理工系）,化学生命工学プログラム,田仲 真紀子 研究室,田仲 真紀子,東6号館726,http://www.mtanaka.lab.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-76 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,化学生命工学プログラム,中根 大介 研究室,中根 大介,西2号館413,https://nakane-lab.amebaownd.com/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-77 ｜ ラボガイド更新: 2025-10-16 ｜ 出張講義: Ⅲ類-27／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A66 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2024004266 ｜ VideoUEC: https://www.youtube.com/watch?v=T6uv6RpZQ3Q&t=1832s／https://www.youtube.com/watch?v=v73dCWQDeRY ｜ 追加URL: https://ugokuimi.com/ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,化学生命工学プログラム,仲村 厚志 研究室,仲村 厚志,東6号館639,http://kaeru.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-78 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-28、29／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A67／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A68 ｜ VideoUEC: https://www.youtube.com/shorts/b9f8l6xyvqA ｜ 追加URL: https://twitter.com/NakamuraLab_uec／https://www.uec.ac.jp/research/information/opal-ring/0000747.html ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://kaeru.pc.uec.ac.jp/contact.html
Ⅲ類（理工系）,化学生命工学プログラム,平田 修造 研究室,平田 修造,東6号館635,https://uec-hirata.net/jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-79 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://uec-hirata.net/jp/
Ⅲ類（理工系）,化学生命工学プログラム,平野 誉 研究室,平野 誉,東6号館828,http://www.firefly.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-80 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-30／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A69 ｜ 夢ナビ: https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g005625&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal／https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g005626&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,化学生命工学プログラム,星野 太佑 研究室,星野 太佑,東6号館908,https://sites.google.com/view/dhoshinolab/home,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-81 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-31／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A70 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/dhoshinolab/contact
Ⅲ類（理工系）,化学生命工学プログラム,牧 昌次郎 研究室,牧 昌次郎,東6号館827,http://www.firefly.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-82 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-32／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A71 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,化学生命工学プログラム,松田 信爾 研究室,松田 信爾,東6号館716,http://www.matsuda-lab.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-83 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-33／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A72 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2023003186?back= ｜ VideoUEC: https://www.youtube.com/watch?v=yFs-TSBXmb4／https://www.youtube.com/shorts/W38J9VlMQrc ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.matsuda-lab.es.uec.ac.jp/access.html
Ⅲ類（理工系）,化学生命工学プログラム,三輪 寛子 研究室,三輪 寛子,東6号館305,,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類 ｜ ラボガイド更新: 2025-07-18 ｜ 出張講義: https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A76 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,化学生命工学プログラム,山北 佳宏 研究室,山北 佳宏,東1号館113,https://qpcrbk.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-85 ｜ ラボガイド更新: 2025-09-24 ｜ 出張講義: Ⅲ類-34／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A73 ｜ VideoUEC: https://qpcrbk.es.uec.ac.jp/Open%20Campus%202020.mp4 ｜ 追加URL: https://miraibook.jp/researcher/k23367/ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://qpcrbk.es.uec.ac.jp/
